	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:322) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.config.DependencyDescriptor.resolveCandidate(DependencyDescriptor.java:276) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1307) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1227) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.resolveAutowiredArgument(ConstructorResolver.java:884) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:788) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	... 25 more
INFO  | 2021-09-20T22:40:04,965 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:40:04,966 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:40:04,975 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
WARN  | 2021-09-20T22:40:05,868 | o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext refresh 559 | Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'productController' defined in file [D:\Personal\EclipseWorkspace\casestudy\target\classes\com\arcelormittal\casestudy\controller\product\ProductController.class]: Unsatisfied dependency expressed through constructor parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'defaultProductService': Lookup method resolution failed; nested exception is java.lang.IllegalStateException: Failed to introspect Class [com.arcelormittal.casestudy.service.DefaultProductService] from ClassLoader [org.springframework.boot.devtools.restart.classloader.RestartClassLoader@49891f9]
WARN  | 2021-09-20T22:40:06,086 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
ERROR | 2021-09-20T22:40:06,095 | o.s.b.SpringApplication reportFailure 837 | Application run failed
org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'productController' defined in file [D:\Personal\EclipseWorkspace\casestudy\target\classes\com\arcelormittal\casestudy\controller\product\ProductController.class]: Unsatisfied dependency expressed through constructor parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'defaultProductService': Lookup method resolution failed; nested exception is java.lang.IllegalStateException: Failed to introspect Class [com.arcelormittal.casestudy.service.DefaultProductService] from ClassLoader [org.springframework.boot.devtools.restart.classloader.RestartClassLoader@49891f9]
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:797) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.autowireConstructor(ConstructorResolver.java:227) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.autowireConstructor(AbstractAutowireCapableBeanFactory.java:1356) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1203) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:556) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:516) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:324) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:226) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:322) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:897) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:879) ~[spring-context-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:551) ~[spring-context-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:143) ~[spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:758) ~[spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:750) [spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:397) [spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:315) [spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1237) [spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1226) [spring-boot-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at com.arcelormittal.casestudy.Application.main(Application.java:25) [classes/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:566) ~[?:?]
	at org.springframework.boot.devtools.restart.RestartLauncher.run(RestartLauncher.java:49) [spring-boot-devtools-2.3.3.RELEASE.jar:2.3.3.RELEASE]
Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'defaultProductService': Lookup method resolution failed; nested exception is java.lang.IllegalStateException: Failed to introspect Class [com.arcelormittal.casestudy.service.DefaultProductService] from ClassLoader [org.springframework.boot.devtools.restart.classloader.RestartClassLoader@49891f9]
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.determineCandidateConstructors(AutowiredAnnotationBeanPostProcessor.java:289) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.determineConstructorsFromBeanPostProcessors(AbstractAutowireCapableBeanFactory.java:1285) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1200) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:556) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:516) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:324) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:226) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:322) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.config.DependencyDescriptor.resolveCandidate(DependencyDescriptor.java:276) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1307) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1227) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.resolveAutowiredArgument(ConstructorResolver.java:884) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:788) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	... 25 more
Caused by: java.lang.IllegalStateException: Failed to introspect Class [com.arcelormittal.casestudy.service.DefaultProductService] from ClassLoader [org.springframework.boot.devtools.restart.classloader.RestartClassLoader@49891f9]
	at org.springframework.util.ReflectionUtils.getDeclaredMethods(ReflectionUtils.java:481) ~[spring-core-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.util.ReflectionUtils.doWithLocalMethods(ReflectionUtils.java:321) ~[spring-core-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.determineCandidateConstructors(AutowiredAnnotationBeanPostProcessor.java:267) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.determineConstructorsFromBeanPostProcessors(AbstractAutowireCapableBeanFactory.java:1285) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1200) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:556) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:516) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:324) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:226) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:322) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.config.DependencyDescriptor.resolveCandidate(DependencyDescriptor.java:276) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1307) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1227) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.resolveAutowiredArgument(ConstructorResolver.java:884) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:788) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	... 25 more
Caused by: java.lang.NoClassDefFoundError: List
	at java.lang.Class.getDeclaredMethods0(Native Method) ~[?:?]
	at java.lang.Class.privateGetDeclaredMethods(Class.java:3166) ~[?:?]
	at java.lang.Class.getDeclaredMethods(Class.java:2309) ~[?:?]
	at org.springframework.util.ReflectionUtils.getDeclaredMethods(ReflectionUtils.java:463) ~[spring-core-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.util.ReflectionUtils.doWithLocalMethods(ReflectionUtils.java:321) ~[spring-core-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.determineCandidateConstructors(AutowiredAnnotationBeanPostProcessor.java:267) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.determineConstructorsFromBeanPostProcessors(AbstractAutowireCapableBeanFactory.java:1285) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1200) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:556) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:516) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:324) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:226) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:322) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.config.DependencyDescriptor.resolveCandidate(DependencyDescriptor.java:276) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1307) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1227) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.resolveAutowiredArgument(ConstructorResolver.java:884) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:788) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	... 25 more
Caused by: java.lang.ClassNotFoundException: List
	at jdk.internal.loader.BuiltinClassLoader.loadClass(BuiltinClassLoader.java:581) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(ClassLoaders.java:178) ~[?:?]
	at java.lang.ClassLoader.loadClass(ClassLoader.java:521) ~[?:?]
	at java.lang.Class.forName0(Native Method) ~[?:?]
	at java.lang.Class.forName(Class.java:398) ~[?:?]
	at org.springframework.boot.devtools.restart.classloader.RestartClassLoader.loadClass(RestartClassLoader.java:144) ~[spring-boot-devtools-2.3.3.RELEASE.jar:2.3.3.RELEASE]
	at java.lang.ClassLoader.loadClass(ClassLoader.java:521) ~[?:?]
	at java.lang.Class.getDeclaredMethods0(Native Method) ~[?:?]
	at java.lang.Class.privateGetDeclaredMethods(Class.java:3166) ~[?:?]
	at java.lang.Class.getDeclaredMethods(Class.java:2309) ~[?:?]
	at org.springframework.util.ReflectionUtils.getDeclaredMethods(ReflectionUtils.java:463) ~[spring-core-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.util.ReflectionUtils.doWithLocalMethods(ReflectionUtils.java:321) ~[spring-core-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.determineCandidateConstructors(AutowiredAnnotationBeanPostProcessor.java:267) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.determineConstructorsFromBeanPostProcessors(AbstractAutowireCapableBeanFactory.java:1285) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1200) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:556) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:516) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:324) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:226) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:322) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.config.DependencyDescriptor.resolveCandidate(DependencyDescriptor.java:276) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1307) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1227) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.resolveAutowiredArgument(ConstructorResolver.java:884) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:788) ~[spring-beans-5.2.8.RELEASE.jar:5.2.8.RELEASE]
	... 25 more
INFO  | 2021-09-20T22:40:09,717 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:40:09,718 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:40:09,719 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:40:11,164 | c.a.c.Application logStarted 61 | Started Application in 1.531 seconds (JVM running for 1584.266)
WARN  | 2021-09-20T22:40:28,183 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:40:28,303 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:40:28,304 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:40:28,305 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:40:29,719 | c.a.c.Application logStarted 61 | Started Application in 1.486 seconds (JVM running for 1602.82)
WARN  | 2021-09-20T22:41:38,245 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:41:38,388 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:41:38,393 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:41:38,394 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:41:39,799 | c.a.c.Application logStarted 61 | Started Application in 1.487 seconds (JVM running for 1672.902)
DEBUG | 2021-09-20T22:41:41,165 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:41:41,168 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:41:41,179 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:41:41,183 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
DEBUG | 2021-09-20T22:42:24,083 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:42:24,084 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:42:24,098 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:42:24,099 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
WARN  | 2021-09-20T22:46:27,230 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:46:27,364 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:46:27,364 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:46:27,365 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:46:28,827 | c.a.c.Application logStarted 61 | Started Application in 1.539 seconds (JVM running for 1961.93)
DEBUG | 2021-09-20T22:46:35,993 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:46:35,996 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:46:36,009 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:46:36,023 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
WARN  | 2021-09-20T22:48:23,319 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:48:23,456 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:48:23,456 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
